assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCA_017160955.1	PRJNA641505	SAMN15355023	JACAWB000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=IDH781	na	latest	Scaffold	Major	Full	2021/03/03	ASM1716095v1		GCF_017160955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/160/955/GCA_017160955.1_ASM1716095v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_017160955.1/GCA_017160955.1_ASM1716095v1_genomic.fna.gz
GCA_017160915.1	PRJNA641505	SAMN15355018	JACAWG000000000.1	genome length too large	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=SL7469	na	latest	Scaffold	Major	Full	2021/03/03	ASM1716091v1		GCF_017160915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/160/915/GCA_017160915.1_ASM1716091v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_017160915.1/GCA_017160915.1_ASM1716091v1_genomic.fna.gz
GCA_017161015.1	PRJNA641505	SAMN15355013	JACAWL000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=SL7464	na	latest	Scaffold	Major	Full	2021/03/03	ASM1716101v1		GCF_017161015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/161/015/GCA_017161015.1_ASM1716101v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_017161015.1/GCA_017161015.1_ASM1716101v1_genomic.fna.gz
GCA_008086385.1	PRJNA560478	SAMN12492050	na	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=HK_973	na	latest	Complete Genome	Major	Full	2019/08/26	ASM808638v1		GCF_008086385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/086/385/GCA_008086385.1_ASM808638v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_008086385.1/GCA_008086385.1_ASM808638v1_genomic.fna.gz
GCA_008086365.1	PRJNA560478	SAMN12492049	na	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=HK_907	na	latest	Complete Genome	Major	Full	2019/08/26	ASM808636v1		GCF_008086365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/086/365/GCA_008086365.1_ASM808636v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_008086365.1/GCA_008086365.1_ASM808636v1_genomic.fna.gz
GCA_008086405.1	PRJNA560478	SAMN12492048	na	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=PN_696	na	latest	Complete Genome	Major	Full	2019/08/26	ASM808640v1		GCF_008086405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/086/405/GCA_008086405.1_ASM808640v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_008086405.1/GCA_008086405.1_ASM808640v1_genomic.fna.gz
GCA_020809485.1	PRJNA735719	SAMN19594576	na	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=CU1000N	na	latest	Complete Genome	Major	Full	2021/11/09	ASM2080948v1		GCF_020809485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/809/485/GCA_020809485.1_ASM2080948v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_020809485.1/GCA_020809485.1_ASM2080948v1_genomic.fna.gz
GCA_021308725.1	PRJNA633763	SAMN14969763	JABJZI000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=HK 1819	na	latest	Contig	Major	Full	2021/12/28	ASM2130872v1		GCF_021308725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/308/725/GCA_021308725.1_ASM2130872v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021308725.1/GCA_021308725.1_ASM2130872v1_genomic.fna.gz
GCA_021308915.1	PRJNA633763	SAMN14969758	JABJZN000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=ET14	na	latest	Contig	Major	Full	2021/12/28	ASM2130891v1		GCF_021308915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/308/915/GCA_021308915.1_ASM2130891v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021308915.1/GCA_021308915.1_ASM2130891v1_genomic.fna.gz
GCA_021308875.1	PRJNA633763	SAMN14969740	JABKAF000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=369G	na	latest	Contig	Major	Full	2021/12/28	ASM2130887v1		GCF_021308875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/308/875/GCA_021308875.1_ASM2130887v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021308875.1/GCA_021308875.1_ASM2130887v1_genomic.fna.gz
GCA_021309195.1	PRJNA633763	SAMN14969795	JABJYC000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=UP18	na	latest	Contig	Major	Full	2021/12/28	ASM2130919v1		GCF_021309195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/195/GCA_021309195.1_ASM2130919v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309195.1/GCA_021309195.1_ASM2130919v1_genomic.fna.gz
GCA_021309315.1	PRJNA633763	SAMN14969789	JABJYI000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=OMZ 678	na	latest	Contig	Major	Full	2021/12/28	ASM2130931v1		GCF_021309315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/315/GCA_021309315.1_ASM2130931v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309315.1/GCA_021309315.1_ASM2130931v1_genomic.fna.gz
GCA_021309535.1	PRJNA633763	SAMN14969787	JABJYK000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=OMGS 2176	na	latest	Contig	Major	Full	2021/12/28	ASM2130953v1		GCF_021309535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/535/GCA_021309535.1_ASM2130953v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309535.1/GCA_021309535.1_ASM2130953v1_genomic.fna.gz
GCA_021308705.1	PRJNA633763	SAMN14969764	JABJZH000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=HK 1822	na	latest	Contig	Major	Full	2021/12/28	ASM2130870v1		GCF_021308705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/308/705/GCA_021308705.1_ASM2130870v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021308705.1/GCA_021308705.1_ASM2130870v1_genomic.fna.gz
GCA_021308835.1	PRJNA633763	SAMN14969760	JABJZL000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=HK 1630	na	latest	Contig	Major	Full	2021/12/28	ASM2130883v1		GCF_021308835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/308/835/GCA_021308835.1_ASM2130883v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021308835.1/GCA_021308835.1_ASM2130883v1_genomic.fna.gz
GCA_021308855.1	PRJNA633763	SAMN14969754	JABJZR000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=654G	na	latest	Contig	Major	Full	2021/12/28	ASM2130885v1		GCF_021308855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/308/855/GCA_021308855.1_ASM2130885v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021308855.1/GCA_021308855.1_ASM2130885v1_genomic.fna.gz
GCA_021309015.1	PRJNA633763	SAMN14969738	JABKAH000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=217G	na	latest	Contig	Major	Full	2021/12/28	ASM2130901v1		GCF_021309015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/015/GCA_021309015.1_ASM2130901v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309015.1/GCA_021309015.1_ASM2130901v1_genomic.fna.gz
GCA_021308695.1	PRJNA633763	SAMN14969762	JABJZJ000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=HK 1659	na	latest	Contig	Major	Full	2021/12/28	ASM2130869v1		GCF_021308695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/308/695/GCA_021308695.1_ASM2130869v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021308695.1/GCA_021308695.1_ASM2130869v1_genomic.fna.gz
GCA_021308715.1	PRJNA633763	SAMN14969761	JABJZK000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=HK 1631	na	latest	Contig	Major	Full	2021/12/28	ASM2130871v1		GCF_021308715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/308/715/GCA_021308715.1_ASM2130871v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021308715.1/GCA_021308715.1_ASM2130871v1_genomic.fna.gz
GCA_021308795.1	PRJNA633763	SAMN14969756	JABJZP000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=708G	na	latest	Contig	Major	Full	2021/12/28	ASM2130879v1		GCF_021308795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/308/795/GCA_021308795.1_ASM2130879v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021308795.1/GCA_021308795.1_ASM2130879v1_genomic.fna.gz
GCA_021309225.1	PRJNA633763	SAMN14969796	JABJYB000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=UP23	na	latest	Contig	Major	Full	2021/12/28	ASM2130922v1		GCF_021309225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/225/GCA_021309225.1_ASM2130922v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309225.1/GCA_021309225.1_ASM2130922v1_genomic.fna.gz
GCA_021309295.1	PRJNA633763	SAMN14969793	JABJYE000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=UP11	na	latest	Contig	Major	Full	2021/12/28	ASM2130929v1		GCF_021309295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/295/GCA_021309295.1_ASM2130929v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309295.1/GCA_021309295.1_ASM2130929v1_genomic.fna.gz
GCA_021309345.1	PRJNA633763	SAMN14969791	JABJYG000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=SA2876	na	latest	Contig	Major	Full	2021/12/28	ASM2130934v1		GCF_021309345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/345/GCA_021309345.1_ASM2130934v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309345.1/GCA_021309345.1_ASM2130934v1_genomic.fna.gz
GCA_021309495.1	PRJNA633763	SAMN14969785	JABJYM000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=K4	na	latest	Contig	Major	Full	2021/12/28	ASM2130949v1		GCF_021309495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/495/GCA_021309495.1_ASM2130949v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309495.1/GCA_021309495.1_ASM2130949v1_genomic.fna.gz
GCA_021309505.1	PRJNA633763	SAMN14969784	JABJYN000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=K3	na	latest	Contig	Major	Full	2021/12/28	ASM2130950v1		GCF_021309505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/505/GCA_021309505.1_ASM2130950v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309505.1/GCA_021309505.1_ASM2130950v1_genomic.fna.gz
GCA_021309025.1	PRJNA633763	SAMN14969739	JABKAG000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=311M	na	latest	Contig	Major	Full	2021/12/28	ASM2130902v1		GCF_021309025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/025/GCA_021309025.1_ASM2130902v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309025.1/GCA_021309025.1_ASM2130902v1_genomic.fna.gz
GCA_021309205.1	PRJNA633763	SAMN14969794	JABJYD000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=UP14	na	latest	Contig	Major	Full	2021/12/28	ASM2130920v1		GCF_021309205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/205/GCA_021309205.1_ASM2130920v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309205.1/GCA_021309205.1_ASM2130920v1_genomic.fna.gz
GCA_021309275.1	PRJNA633763	SAMN14969797	JABJYA000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=UP50	na	latest	Contig	Major	Full	2021/12/28	ASM2130927v1		GCF_021309275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/275/GCA_021309275.1_ASM2130927v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309275.1/GCA_021309275.1_ASM2130927v1_genomic.fna.gz
GCA_021309365.1	PRJNA633763	SAMN14969790	JABJYH000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=SA15	na	latest	Contig	Major	Full	2021/12/28	ASM2130936v1		GCF_021309365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/365/GCA_021309365.1_ASM2130936v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309365.1/GCA_021309365.1_ASM2130936v1_genomic.fna.gz
GCA_021309475.1	PRJNA633763	SAMN14969788	JABJYJ000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=OMGS 2516	na	latest	Contig	Major	Full	2021/12/28	ASM2130947v1		GCF_021309475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/475/GCA_021309475.1_ASM2130947v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309475.1/GCA_021309475.1_ASM2130947v1_genomic.fna.gz
GCA_021309575.1	PRJNA633763	SAMN14969783	JABJYO000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=K17	na	latest	Contig	Major	Full	2021/12/28	ASM2130957v1		GCF_021309575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/575/GCA_021309575.1_ASM2130957v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309575.1/GCA_021309575.1_ASM2130957v1_genomic.fna.gz
GCA_021309675.1	PRJNA633763	SAMN14969778	JABJYT000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=HG1217	na	latest	Contig	Major	Full	2021/12/28	ASM2130967v1		GCF_021309675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/675/GCA_021309675.1_ASM2130967v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309675.1/GCA_021309675.1_ASM2130967v1_genomic.fna.gz
GCA_021309765.1	PRJNA633763	SAMN14969773	JABJYY000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=362M	na	latest	Contig	Major	Full	2021/12/28	ASM2130976v1		GCF_021309765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/765/GCA_021309765.1_ASM2130976v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309765.1/GCA_021309765.1_ASM2130976v1_genomic.fna.gz
GCA_021309795.1	PRJNA633763	SAMN14969772	JABJYZ000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=333M	na	latest	Contig	Major	Full	2021/12/28	ASM2130979v1		GCF_021309795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/795/GCA_021309795.1_ASM2130979v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309795.1/GCA_021309795.1_ASM2130979v1_genomic.fna.gz
GCA_021309815.1	PRJNA633763	SAMN14969771	JABJZA000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=309M	na	latest	Contig	Major	Full	2021/12/28	ASM2130981v1		GCF_021309815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/815/GCA_021309815.1_ASM2130981v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309815.1/GCA_021309815.1_ASM2130981v1_genomic.fna.gz
GCA_021309875.1	PRJNA633763	SAMN14969768	JABJZD000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=HK 1931	na	latest	Contig	Major	Full	2021/12/28	ASM2130987v1		GCF_021309875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/875/GCA_021309875.1_ASM2130987v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309875.1/GCA_021309875.1_ASM2130987v1_genomic.fna.gz
GCA_021309895.1	PRJNA633763	SAMN14969767	JABJZE000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=102-A	na	latest	Contig	Major	Full	2021/12/28	ASM2130989v1		GCF_021309895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/895/GCA_021309895.1_ASM2130989v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309895.1/GCA_021309895.1_ASM2130989v1_genomic.fna.gz
GCA_021309915.1	PRJNA633763	SAMN14969766	JABJZF000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=102-B	na	latest	Contig	Major	Full	2021/12/28	ASM2130991v1		GCF_021309915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/915/GCA_021309915.1_ASM2130991v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309915.1/GCA_021309915.1_ASM2130991v1_genomic.fna.gz
GCA_021309215.1	PRJNA633763	SAMN14969798	JABJXZ000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=UP6	na	latest	Contig	Major	Full	2021/12/28	ASM2130921v1		GCF_021309215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/215/GCA_021309215.1_ASM2130921v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309215.1/GCA_021309215.1_ASM2130921v1_genomic.fna.gz
GCA_021309335.1	PRJNA633763	SAMN14969792	JABJYF000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=UP10	na	latest	Contig	Major	Full	2021/12/28	ASM2130933v1		GCF_021309335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/335/GCA_021309335.1_ASM2130933v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309335.1/GCA_021309335.1_ASM2130933v1_genomic.fna.gz
GCA_021309545.1	PRJNA633763	SAMN14969786	JABJYL000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=KO-16	na	latest	Contig	Major	Full	2021/12/28	ASM2130954v1		GCF_021309545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/545/GCA_021309545.1_ASM2130954v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309545.1/GCA_021309545.1_ASM2130954v1_genomic.fna.gz
GCA_021309645.1	PRJNA633763	SAMN14969779	JABJYS000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=HG1216	na	latest	Contig	Major	Full	2021/12/28	ASM2130964v1		GCF_021309645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/645/GCA_021309645.1_ASM2130964v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309645.1/GCA_021309645.1_ASM2130964v1_genomic.fna.gz
GCA_021309755.1	PRJNA633763	SAMN14969775	JABJYW000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=HG1229	na	latest	Contig	Major	Full	2021/12/28	ASM2130975v1		GCF_021309755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/755/GCA_021309755.1_ASM2130975v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309755.1/GCA_021309755.1_ASM2130975v1_genomic.fna.gz
GCA_021309855.1	PRJNA633763	SAMN14969769	JABJZC000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=HK 1932	na	latest	Contig	Major	Full	2021/12/28	ASM2130985v1		GCF_021309855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/855/GCA_021309855.1_ASM2130985v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309855.1/GCA_021309855.1_ASM2130985v1_genomic.fna.gz
GCA_021310045.1	PRJNA633763	SAMN14969753	JABJZS000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=640G	na	latest	Contig	Major	Full	2021/12/28	ASM2131004v1		GCF_021310045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/310/045/GCA_021310045.1_ASM2131004v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021310045.1/GCA_021310045.1_ASM2131004v1_genomic.fna.gz
GCA_021310075.1	PRJNA633763	SAMN14969750	JABJZV000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=575G	na	latest	Contig	Major	Full	2021/12/28	ASM2131007v1		GCF_021310075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/310/075/GCA_021310075.1_ASM2131007v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021310075.1/GCA_021310075.1_ASM2131007v1_genomic.fna.gz
GCA_021310165.1	PRJNA633763	SAMN14969745	JABKAA000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=467G	na	latest	Contig	Major	Full	2021/12/28	ASM2131016v1		GCF_021310165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/310/165/GCA_021310165.1_ASM2131016v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021310165.1/GCA_021310165.1_ASM2131016v1_genomic.fna.gz
GCA_021310255.1	PRJNA633763	SAMN14969737	JABKAI000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=212G	na	latest	Contig	Major	Full	2021/12/28	ASM2131025v1		GCF_021310255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/310/255/GCA_021310255.1_ASM2131025v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021310255.1/GCA_021310255.1_ASM2131025v1_genomic.fna.gz
GCA_021310275.1	PRJNA633763	SAMN14969741	JABKAE000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=394M	na	latest	Contig	Major	Full	2021/12/28	ASM2131027v1		GCF_021310275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/310/275/GCA_021310275.1_ASM2131027v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021310275.1/GCA_021310275.1_ASM2131027v1_genomic.fna.gz
GCA_021309735.1	PRJNA633763	SAMN14969777	JABJYU000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=HG1183	na	latest	Contig	Major	Full	2021/12/28	ASM2130973v1		GCF_021309735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/735/GCA_021309735.1_ASM2130973v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309735.1/GCA_021309735.1_ASM2130973v1_genomic.fna.gz
GCA_021309825.1	PRJNA633763	SAMN14969770	JABJZB000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=HK 1990	na	latest	Contig	Major	Full	2021/12/28	ASM2130982v1		GCF_021309825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/825/GCA_021309825.1_ASM2130982v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309825.1/GCA_021309825.1_ASM2130982v1_genomic.fna.gz
GCA_021309925.1	PRJNA633763	SAMN14969765	JABJZG000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=HK 1825	na	latest	Contig	Major	Full	2021/12/28	ASM2130992v1		GCF_021309925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/309/925/GCA_021309925.1_ASM2130992v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021309925.1/GCA_021309925.1_ASM2130992v1_genomic.fna.gz
GCA_021310125.1	PRJNA633763	SAMN14969747	JABJZY000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=488G	na	latest	Contig	Major	Full	2021/12/28	ASM2131012v1		GCF_021310125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/310/125/GCA_021310125.1_ASM2131012v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021310125.1/GCA_021310125.1_ASM2131012v1_genomic.fna.gz
GCA_021310225.1	PRJNA633763	SAMN14969742	JABKAD000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=416M	na	latest	Contig	Major	Full	2021/12/28	ASM2131022v1		GCF_021310225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/310/225/GCA_021310225.1_ASM2131022v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021310225.1/GCA_021310225.1_ASM2131022v1_genomic.fna.gz
GCA_021310335.1	PRJNA633763	SAMN14969735	JABKAK000000000.1	na	na	na	714	714	Aggregatibacter actinomycetemcomitans	strain=153G	na	latest	Contig	Major	Full	2021/12/28	ASM2131033v1		GCF_021310335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/310/335/GCA_021310335.1_ASM2131033v1	./genbank_Pasteurellaceae_genomes_noMH/genbank/bacteria/GCA_021310335.1/GCA_021310335.1_ASM2131033v1_genomic.fna.gz
